,date,Branch,City,Customer_Type,Gender,Product name,Unit price,Quantity,Tax 5%,Total,Payment,Shipping_Method,Invoice ID,Date,Time,cogs,gross margin percentage,gross income,Rating
585,2019-03-09,A,Yangon,New,Male,Health and beauty,51.71,4,10.342,217.182,Credit card,Free,127-47-6963,3/9/2019,13:53,206.84,4.761904762,10.342,9.8
124,2019-03-09,B,Mandalay,Existing,Female,Fashion accessories,56.47,8,22.588,474.348,Ewallet,Free,268-27-6179,3/9/2019,14:57,451.76,4.761904762,22.588,7.3
73,2019-03-09,C,Naypyitaw,New,Female,Electronic accessories,75.91,6,22.773,478.233,Cash,Customer Paid,841-35-6630,3/9/2019,18:21,455.46,4.761904762,22.773,8.7
755,2019-03-09,A,Yangon,New,Female,Fashion accessories,97.29,8,38.916,817.236,Credit card,Free,652-43-6591,3/9/2019,13:18,778.32,4.761904762,38.916,6.2
433,2019-03-09,B,Mandalay,New,Male,Fashion accessories,95.54,7,33.439,702.219,Credit card,Free,616-87-0016,3/9/2019,14:36,668.78,4.761904762,33.439,9.6
729,2019-03-09,B,Mandalay,Existing,Female,Home and lifestyle,52.18,7,18.263,383.523,Cash,Customer Paid,299-29-0180,3/9/2019,10:54,365.26,4.761904762,18.263,9.3
11,2019-03-09,B,Mandalay,Existing,Male,Electronic accessories,25.51,4,5.102,107.142,Cash,Customer Paid,529-56-3974,3/9/2019,17:03,102.04,4.761904762,5.102,6.8
326,2019-03-09,A,Yangon,Existing,Male,Food and beverages,99.78,5,24.945,523.845,Cash,Customer Paid,815-11-1168,3/9/2019,19:09,498.9,4.761904762,24.945,5.4
84,2019-03-09,C,Naypyitaw,Existing,Male,Sports and travel,48.91,5,12.2275,256.7775,Cash,Customer Paid,360-39-5055,3/9/2019,10:17,244.55,4.761904762,12.2275,6.6
626,2019-03-09,A,Yangon,New,Male,Sports and travel,60.87,2,6.087,127.827,Ewallet,Free,816-57-2053,3/9/2019,12:37,121.74,4.761904762,6.087,8.7
393,2019-03-09,A,Yangon,Existing,Female,Sports and travel,52.26,10,26.13,548.73,Credit card,Free,308-47-4913,3/9/2019,12:45,522.6,4.761904762,26.13,6.2
234,2019-03-09,A,Yangon,Existing,Male,Health and beauty,51.94,10,25.97,545.37,Ewallet,Free,157-13-5295,3/9/2019,18:24,519.4,4.761904762,25.97,6.5
424,2019-03-09,C,Naypyitaw,New,Male,Fashion accessories,16.28,1,0.814,17.094,Cash,Customer Paid,489-64-4354,3/9/2019,15:36,16.28,4.761904762,0.814,5.0
125,2019-03-10,A,Yangon,New,Female,Home and lifestyle,93.69,7,32.7915,688.6215,Credit card,Free,668-90-8900,3/10/2019,18:44,655.83,4.761904762,32.7915,4.5
735,2019-03-10,C,Naypyitaw,Existing,Male,Health and beauty,81.95,10,40.975,860.475,Credit card,Free,607-65-2441,3/10/2019,12:39,819.5,4.761904762,40.975,6.0
219,2019-03-10,B,Mandalay,New,Female,Food and beverages,57.34,3,8.601,180.621,Credit card,Free,790-29-1172,3/10/2019,18:59,172.02,4.761904762,8.601,7.9
389,2019-03-10,B,Mandalay,New,Male,Food and beverages,18.22,7,6.377,133.917,Credit card,Free,596-42-3999,3/10/2019,14:04,127.54,4.761904762,6.377,6.6
413,2019-03-10,A,Yangon,New,Male,Sports and travel,25.84,3,3.876,81.396,Ewallet,Free,696-90-2548,3/10/2019,18:55,77.52,4.761904762,3.876,6.6
572,2019-03-10,A,Yangon,Existing,Male,Food and beverages,10.13,7,3.5455,74.4555,Ewallet,Free,239-48-4278,3/10/2019,19:35,70.91,4.761904762,3.5455,8.3
447,2019-03-10,C,Naypyitaw,New,Male,Fashion accessories,45.74,3,6.861,144.081,Credit card,Free,453-12-7053,3/10/2019,17:38,137.22,4.761904762,6.861,6.5
920,2019-03-10,C,Naypyitaw,Existing,Female,Home and lifestyle,35.79,9,16.1055,338.2155,Credit card,Free,246-55-6923,3/10/2019,15:06,322.11,4.761904762,16.1055,5.1
992,2019-03-10,A,Yangon,New,Male,Electronic accessories,58.03,2,5.803,121.863,Ewallet,Free,745-74-0715,3/10/2019,20:46,116.06,4.761904762,5.803,8.8
36,2019-03-10,A,Yangon,Existing,Male,Sports and travel,62.62,5,15.655,328.755,Ewallet,Free,129-29-8530,3/10/2019,19:15,313.1,4.761904762,15.655,7.0
27,2019-03-10,A,Yangon,New,Female,Fashion accessories,87.67,2,8.767,184.107,Credit card,Free,189-17-4241,3/10/2019,12:17,175.34,4.761904762,8.767,7.7
978,2019-03-10,B,Mandalay,New,Female,Electronic accessories,25.45,1,1.2725,26.7225,Credit card,Free,156-20-0370,3/10/2019,18:10,25.45,4.761904762,1.2725,5.1
386,2019-03-11,C,Naypyitaw,New,Male,Food and beverages,46.77,6,14.031,294.651,Cash,Customer Paid,689-16-9784,3/11/2019,13:37,280.62,4.761904762,14.031,6.0
229,2019-03-11,A,Yangon,New,Female,Home and lifestyle,63.42,8,25.368,532.728,Ewallet,Free,721-86-6247,3/11/2019,12:55,507.36,4.761904762,25.368,7.4
151,2019-03-11,C,Naypyitaw,Existing,Male,Sports and travel,34.56,7,12.096,254.016,Credit card,Free,584-86-7256,3/11/2019,16:07,241.92,4.761904762,12.096,7.3
534,2019-03-11,A,Yangon,New,Female,Home and lifestyle,28.32,5,7.08,148.68,Ewallet,Free,892-05-6689,3/11/2019,13:28,141.6,4.761904762,7.08,6.2
969,2019-03-11,B,Mandalay,Existing,Female,Electronic accessories,34.49,5,8.6225,181.0725,Credit card,Free,214-30-2776,3/11/2019,19:44,172.45,4.761904762,8.6225,9.0
16,2019-03-11,A,Yangon,Existing,Female,Health and beauty,68.93,7,24.1255,506.6355,Credit card,Free,656-95-9349,3/11/2019,11:03,482.51,4.761904762,24.1255,4.6
19,2019-03-11,B,Mandalay,New,Female,Home and lifestyle,40.3,2,4.03,84.63,Ewallet,Free,319-50-3348,3/11/2019,15:30,80.6,4.761904762,4.03,4.4
241,2019-03-11,A,Yangon,New,Male,Health and beauty,59.77,2,5.977,125.517,Credit card,Free,448-81-5016,3/11/2019,12:01,119.54,4.761904762,5.977,5.8
917,2019-03-11,A,Yangon,New,Female,Fashion accessories,94.67,4,18.934,397.614,Cash,Customer Paid,749-81-8133,3/11/2019,12:04,378.68,4.761904762,18.934,6.8
214,2019-03-11,B,Mandalay,Existing,Female,Sports and travel,29.61,7,10.3635,217.6335,Cash,Customer Paid,891-58-8335,3/11/2019,15:53,207.27,4.761904762,10.3635,6.5
318,2019-03-11,C,Naypyitaw,Existing,Female,Health and beauty,29.67,7,10.3845,218.0745,Credit card,Free,704-20-4138,3/11/2019,18:58,207.69,4.761904762,10.3845,8.1
834,2019-03-12,B,Mandalay,Existing,Female,Home and lifestyle,40.73,7,14.2555,299.3655,Ewallet,Free,427-45-9297,3/12/2019,11:01,285.11,4.761904762,14.2555,5.4
265,2019-03-12,A,Yangon,Existing,Female,Sports and travel,98.4,7,34.44,723.24,Credit card,Free,253-12-6086,3/12/2019,12:43,688.8,4.761904762,34.44,8.7
284,2019-03-12,A,Yangon,Existing,Female,Health and beauty,47.67,4,9.534,200.214,Cash,Customer Paid,565-17-3836,3/12/2019,14:21,190.68,4.761904762,9.534,9.1
93,2019-03-12,B,Mandalay,Existing,Male,Health and beauty,64.36,9,28.962,608.202,Credit card,Free,152-08-9985,3/12/2019,12:09,579.24,4.761904762,28.962,8.6
327,2019-03-12,C,Naypyitaw,Existing,Male,Food and beverages,94.26,4,18.852,395.892,Cash,Customer Paid,719-76-3868,3/12/2019,16:30,377.04,4.761904762,18.852,8.6
691,2019-03-12,C,Naypyitaw,Existing,Male,Food and beverages,55.04,7,19.264,404.544,Ewallet,Free,266-20-6657,3/12/2019,19:39,385.28,4.761904762,19.264,5.2
231,2019-03-12,B,Mandalay,Existing,Female,Electronic accessories,10.59,3,1.5885,33.3585,Credit card,Free,545-46-3100,3/12/2019,13:52,31.77,4.761904762,1.5885,8.7
301,2019-03-12,B,Mandalay,Existing,Male,Health and beauty,39.01,1,1.9505,40.9605,Credit card,Free,573-10-3877,3/12/2019,16:46,39.01,4.761904762,1.9505,4.7
198,2019-03-12,C,Naypyitaw,New,Male,Health and beauty,41.5,4,8.3,174.3,Credit card,Free,699-01-4164,3/12/2019,19:58,166.0,4.761904762,8.3,8.2
401,2019-03-12,C,Naypyitaw,New,Male,Home and lifestyle,46.22,4,9.244,194.124,Credit card,Free,651-61-0874,3/12/2019,20:04,184.88,4.761904762,9.244,6.2
59,2019-03-12,C,Naypyitaw,New,Male,Electronic accessories,30.61,6,9.183,192.843,Cash,Customer Paid,120-06-4233,3/12/2019,20:36,183.66,4.761904762,9.183,9.3
325,2019-03-12,B,Mandalay,New,Male,Sports and travel,97.74,4,19.548,410.508,Ewallet,Free,276-54-0879,3/12/2019,19:53,390.96,4.761904762,19.548,6.4
262,2019-03-13,B,Mandalay,Existing,Female,Fashion accessories,38.3,4,7.66,160.86,Cash,Customer Paid,655-85-5130,3/13/2019,19:22,153.2,4.761904762,7.66,5.7
688,2019-03-13,C,Naypyitaw,Existing,Male,Sports and travel,72.88,2,7.288,153.048,Cash,Customer Paid,173-57-2300,3/13/2019,12:51,145.76,4.761904762,7.288,6.1
396,2019-03-13,A,Yangon,New,Female,Food and beverages,54.27,5,13.5675,284.9175,Ewallet,Free,316-01-3952,3/13/2019,14:16,271.35,4.761904762,13.5675,4.6
162,2019-03-13,A,Yangon,New,Male,Food and beverages,45.79,7,16.0265,336.5565,Credit card,Free,101-17-6199,3/13/2019,19:44,320.53,4.761904762,16.0265,7.0
123,2019-03-13,C,Naypyitaw,Existing,Male,Home and lifestyle,63.91,8,25.564,536.844,Credit card,Free,336-78-2147,3/13/2019,19:52,511.28,4.761904762,25.564,4.6
65,2019-03-13,A,Yangon,Existing,Male,Health and beauty,15.87,10,7.935,166.635,Cash,Customer Paid,877-22-3308,3/13/2019,16:40,158.7,4.761904762,7.935,5.8
888,2019-03-13,C,Naypyitaw,New,Female,Fashion accessories,12.19,8,4.876,102.396,Ewallet,Free,137-74-8729,3/13/2019,12:47,97.52,4.761904762,4.876,6.8
490,2019-03-13,B,Mandalay,New,Female,Fashion accessories,34.7,2,3.47,72.87,Ewallet,Free,686-41-0932,3/13/2019,19:48,69.4,4.761904762,3.47,8.2
294,2019-03-13,B,Mandalay,New,Male,Health and beauty,18.11,10,9.055,190.155,Ewallet,Free,585-03-5943,3/13/2019,11:46,181.1,4.761904762,9.055,5.9
871,2019-03-13,C,Naypyitaw,New,Male,Fashion accessories,56.5,1,2.825,59.325,Ewallet,Free,584-66-4073,3/13/2019,15:45,56.5,4.761904762,2.825,9.6
333,2019-03-14,A,Yangon,Existing,Male,Food and beverages,23.48,2,2.348,49.308,Credit card,Free,442-48-3607,3/14/2019,11:21,46.96,4.761904762,2.348,7.9
916,2019-03-14,C,Naypyitaw,Existing,Male,Sports and travel,42.85,1,2.1425,44.9925,Credit card,Free,722-13-2115,3/14/2019,15:36,42.85,4.761904762,2.1425,9.3
266,2019-03-14,C,Naypyitaw,New,Male,Home and lifestyle,35.47,4,7.094,148.974,Credit card,Free,808-65-0703,3/14/2019,17:22,141.88,4.761904762,7.094,6.9
982,2019-03-14,A,Yangon,Existing,Female,Sports and travel,97.48,9,43.866,921.186,Ewallet,Free,139-32-4183,3/14/2019,14:19,877.32,4.761904762,43.866,7.4
352,2019-03-14,B,Mandalay,Existing,Female,Fashion accessories,54.73,7,19.1555,402.2655,Credit card,Free,115-99-4379,3/14/2019,19:02,383.11,4.761904762,19.1555,8.5
513,2019-03-14,A,Yangon,New,Male,Electronic accessories,99.55,7,34.8425,731.6925,Cash,Customer Paid,189-52-0236,3/14/2019,12:07,696.85,4.761904762,34.8425,7.6
372,2019-03-14,C,Naypyitaw,New,Female,Home and lifestyle,70.11,6,21.033,441.693,Ewallet,Free,730-70-9830,3/14/2019,17:54,420.66,4.761904762,21.033,5.2
924,2019-03-14,C,Naypyitaw,Existing,Female,Sports and travel,35.22,6,10.566,221.886,Ewallet,Free,457-12-0244,3/14/2019,13:49,211.32,4.761904762,10.566,6.5
291,2019-03-14,C,Naypyitaw,New,Male,Electronic accessories,27.85,7,9.7475,204.6975,Ewallet,Free,558-80-4082,3/14/2019,17:20,194.95,4.761904762,9.7475,6.0
366,2019-03-14,C,Naypyitaw,New,Female,Electronic accessories,51.32,9,23.094,484.974,Cash,Customer Paid,122-61-9553,3/14/2019,19:33,461.88,4.761904762,23.094,5.6
588,2019-03-14,C,Naypyitaw,New,Male,Fashion accessories,59.61,10,29.805,625.905,Cash,Customer Paid,379-17-6588,3/14/2019,11:07,596.1,4.761904762,29.805,5.3
815,2019-03-14,B,Mandalay,New,Female,Food and beverages,53.21,8,21.284,446.964,Ewallet,Free,499-27-7781,3/14/2019,16:45,425.68,4.761904762,21.284,5.0
750,2019-03-14,B,Mandalay,Existing,Female,Fashion accessories,22.32,4,4.464,93.744,Ewallet,Free,210-30-7976,3/14/2019,11:16,89.28,4.761904762,4.464,4.1
560,2019-03-14,B,Mandalay,New,Male,Electronic accessories,21.58,9,9.711,203.931,Cash,Customer Paid,174-75-0888,3/14/2019,12:32,194.22,4.761904762,9.711,7.3
655,2019-03-14,A,Yangon,New,Female,Electronic accessories,15.69,3,2.3535,49.4235,Credit card,Free,169-52-4504,3/14/2019,14:13,47.07,4.761904762,2.3535,5.8
617,2019-03-14,C,Naypyitaw,Existing,Male,Electronic accessories,87.91,5,21.9775,461.5275,Ewallet,Free,840-19-2096,3/14/2019,18:10,439.55,4.761904762,21.9775,4.4
627,2019-03-14,B,Mandalay,Existing,Male,Health and beauty,82.58,10,41.29,867.09,Cash,Customer Paid,628-90-8624,3/14/2019,14:41,825.8,4.761904762,41.29,5.0
602,2019-03-14,C,Naypyitaw,New,Male,Food and beverages,77.56,10,38.78,814.38,Ewallet,Free,373-09-4567,3/14/2019,20:35,775.6,4.761904762,38.78,6.9
866,2019-03-15,B,Mandalay,Existing,Male,Sports and travel,90.53,8,36.212,760.452,Credit card,Free,361-59-0574,3/15/2019,14:48,724.24,4.761904762,36.212,6.5
201,2019-03-15,B,Mandalay,Existing,Female,Electronic accessories,57.49,4,11.498,241.458,Cash,Customer Paid,542-41-0513,3/15/2019,11:57,229.96,4.761904762,11.498,6.6
798,2019-03-15,B,Mandalay,New,Male,Health and beauty,92.78,1,4.639,97.419,Credit card,Free,359-94-5395,3/15/2019,10:50,92.78,4.761904762,4.639,9.8
29,2019-03-15,A,Yangon,New,Male,Health and beauty,24.89,9,11.2005,235.2105,Cash,Customer Paid,848-62-7243,3/15/2019,15:36,224.01,4.761904762,11.2005,7.4
33,2019-03-15,A,Yangon,New,Male,Health and beauty,96.58,2,9.658,202.818,Credit card,Free,595-11-5460,3/15/2019,10:12,193.16,4.761904762,9.658,5.1
491,2019-03-15,A,Yangon,Existing,Female,Fashion accessories,19.66,10,9.83,206.43,Credit card,Free,510-09-5628,3/15/2019,18:20,196.6,4.761904762,9.83,7.2
875,2019-03-15,C,Naypyitaw,New,Male,Home and lifestyle,65.26,8,26.104,548.184,Ewallet,Free,154-87-7367,3/15/2019,14:04,522.08,4.761904762,26.104,6.3
594,2019-03-15,B,Mandalay,Existing,Male,Sports and travel,96.8,3,14.52,304.92,Cash,Customer Paid,585-11-6748,3/15/2019,13:05,290.4,4.761904762,14.52,5.3
795,2019-03-15,B,Mandalay,New,Male,Fashion accessories,27.18,2,2.718,57.078,Ewallet,Free,605-83-1050,3/15/2019,16:26,54.36,4.761904762,2.718,4.3
397,2019-03-15,B,Mandalay,New,Male,Home and lifestyle,13.59,9,6.1155,128.4255,Cash,Customer Paid,760-54-1821,3/15/2019,10:26,122.31,4.761904762,6.1155,5.8
810,2019-03-15,B,Mandalay,New,Male,Health and beauty,10.75,8,4.3,90.3,Ewallet,Free,565-91-4567,3/15/2019,14:38,86.0,4.761904762,4.3,6.2
22,2019-03-15,B,Mandalay,New,Male,Home and lifestyle,33.2,2,3.32,69.72,Credit card,Free,273-16-6619,3/15/2019,12:20,66.4,4.761904762,3.32,4.4
478,2019-03-16,B,Mandalay,New,Male,Sports and travel,34.37,10,17.185,360.885,Ewallet,Free,701-69-8742,3/16/2019,10:11,343.7,4.761904762,17.185,6.7
192,2019-03-16,C,Naypyitaw,New,Female,Food and beverages,87.8,9,39.51,829.71,Cash,Customer Paid,286-43-6208,3/16/2019,19:08,790.2,4.761904762,39.51,9.2
728,2019-03-16,C,Naypyitaw,New,Male,Fashion accessories,97.26,4,19.452,408.492,Ewallet,Free,210-74-9613,3/16/2019,15:33,389.04,4.761904762,19.452,6.8
139,2019-03-16,A,Yangon,New,Male,Sports and travel,72.5,8,29.0,609.0,Ewallet,Free,575-30-8091,3/16/2019,19:25,580.0,4.761904762,29.0,9.2
452,2019-03-16,A,Yangon,New,Female,Food and beverages,63.61,5,15.9025,333.9525,Ewallet,Free,727-17-0390,3/16/2019,12:43,318.05,4.761904762,15.9025,4.8
359,2019-03-16,B,Mandalay,New,Male,Sports and travel,74.97,1,3.7485,78.7185,Cash,Customer Paid,578-80-7669,3/16/2019,16:58,74.97,4.761904762,3.7485,5.6
768,2019-03-16,B,Mandalay,New,Female,Electronic accessories,95.64,4,19.128,401.688,Cash,Customer Paid,711-31-1234,3/16/2019,18:51,382.56,4.761904762,19.128,7.9
253,2019-03-16,A,Yangon,New,Male,Home and lifestyle,23.75,4,4.75,99.75,Cash,Customer Paid,290-68-2984,3/16/2019,11:22,95.0,4.761904762,4.75,5.2
44,2019-03-16,C,Naypyitaw,Existing,Male,Health and beauty,15.37,2,1.537,32.277,Cash,Customer Paid,617-15-4209,3/16/2019,19:47,30.74,4.761904762,1.537,7.2
463,2019-03-17,C,Naypyitaw,Existing,Female,Food and beverages,22.62,1,1.131,23.751,Cash,Customer Paid,320-32-8842,3/17/2019,18:58,22.62,4.761904762,1.131,6.4
603,2019-03-17,B,Mandalay,New,Female,Sports and travel,54.51,6,16.353,343.413,Ewallet,Free,642-30-6693,3/17/2019,13:54,327.06,4.761904762,16.353,7.8
805,2019-03-17,A,Yangon,New,Female,Home and lifestyle,77.47,4,15.494,325.374,Cash,Customer Paid,220-68-6701,3/17/2019,16:36,309.88,4.761904762,15.494,4.2
251,2019-03-17,C,Naypyitaw,Existing,Male,Fashion accessories,35.19,10,17.595,369.495,Credit card,Free,662-47-5456,3/17/2019,19:06,351.9,4.761904762,17.595,8.4
889,2019-03-17,A,Yangon,Existing,Male,Sports and travel,76.92,10,38.46,807.66,Ewallet,Free,880-46-5796,3/17/2019,19:53,769.2,4.761904762,38.46,5.6
862,2019-03-17,B,Mandalay,New,Female,Home and lifestyle,11.28,9,5.076,106.596,Credit card,Free,152-03-4217,3/17/2019,11:55,101.52,4.761904762,5.076,4.3
207,2019-03-18,C,Naypyitaw,Existing,Female,Home and lifestyle,28.53,10,14.265,299.565,Ewallet,Free,263-87-5680,3/18/2019,17:38,285.3,4.761904762,14.265,7.8
960,2019-03-18,C,Naypyitaw,Existing,Male,Fashion accessories,91.98,1,4.599,96.579,Cash,Customer Paid,256-58-3609,3/18/2019,15:29,91.98,4.761904762,4.599,9.8
722,2019-03-18,B,Mandalay,New,Male,Home and lifestyle,44.12,3,6.618,138.978,Credit card,Free,776-68-1096,3/18/2019,13:45,132.36,4.761904762,6.618,7.9
515,2019-03-18,C,Naypyitaw,Existing,Female,Fashion accessories,51.47,1,2.5735,54.0435,Ewallet,Free,413-20-6708,3/18/2019,15:52,51.47,4.761904762,2.5735,8.5
476,2019-03-18,A,Yangon,New,Female,Sports and travel,33.26,5,8.315,174.615,Credit card,Free,485-30-8700,3/18/2019,16:10,166.3,4.761904762,8.315,4.2
633,2019-03-18,B,Mandalay,New,Male,Home and lifestyle,99.7,3,14.955,314.055,Ewallet,Free,420-04-7590,3/18/2019,11:29,299.1,4.761904762,14.955,4.7
303,2019-03-18,A,Yangon,New,Female,Electronic accessories,51.19,4,10.238,214.998,Credit card,Free,439-54-7422,3/18/2019,17:15,204.76,4.761904762,10.238,4.7
884,2019-03-19,A,Yangon,Existing,Female,Food and beverages,83.34,2,8.334,175.014,Cash,Customer Paid,548-48-3156,3/19/2019,13:37,166.68,4.761904762,8.334,7.6
336,2019-03-19,A,Yangon,New,Male,Fashion accessories,76.4,9,34.38,721.98,Ewallet,Free,898-04-2717,3/19/2019,15:49,687.6,4.761904762,34.38,7.5
423,2019-03-19,B,Mandalay,Existing,Male,Fashion accessories,25.42,8,10.168,213.528,Credit card,Free,301-81-8610,3/19/2019,19:42,203.36,4.761904762,10.168,6.7
641,2019-03-19,C,Naypyitaw,Existing,Female,Electronic accessories,88.55,8,35.42,743.82,Ewallet,Free,155-45-3814,3/19/2019,15:29,708.4,4.761904762,35.42,4.7
962,2019-03-19,A,Yangon,New,Female,Fashion accessories,15.5,1,0.775,16.275,Credit card,Free,593-08-5916,3/19/2019,15:23,15.5,4.761904762,0.775,7.4
637,2019-03-19,C,Naypyitaw,New,Female,Electronic accessories,46.2,1,2.31,48.51,Cash,Customer Paid,318-81-2368,3/19/2019,12:16,46.2,4.761904762,2.31,6.3
49,2019-03-19,C,Naypyitaw,Existing,Female,Fashion accessories,82.63,10,41.315,867.615,Ewallet,Free,574-22-5561,3/19/2019,17:08,826.3,4.761904762,41.315,7.9
435,2019-03-19,C,Naypyitaw,New,Male,Sports and travel,99.24,9,44.658,937.818,Ewallet,Free,751-69-0068,3/19/2019,19:09,893.16,4.761904762,44.658,9.0
874,2019-03-19,A,Yangon,Existing,Male,Home and lifestyle,23.29,4,4.658,97.818,Credit card,Free,737-88-5876,3/19/2019,11:52,93.16,4.761904762,4.658,5.9
260,2019-03-19,A,Yangon,New,Female,Electronic accessories,75.06,9,33.777,709.317,Ewallet,Free,850-41-9669,3/19/2019,13:25,675.54,4.761904762,33.777,6.2
545,2019-03-19,B,Mandalay,Existing,Male,Home and lifestyle,38.81,4,7.762,163.002,Ewallet,Free,701-23-5550,3/19/2019,13:40,155.24,4.761904762,7.762,4.9
147,2019-03-19,C,Naypyitaw,New,Male,Health and beauty,66.14,4,13.228,277.788,Credit card,Free,568-90-5112,3/19/2019,12:46,264.56,4.761904762,13.228,5.6
104,2019-03-19,B,Mandalay,New,Male,Health and beauty,30.35,7,10.6225,223.0725,Cash,Customer Paid,716-39-1409,3/19/2019,18:19,212.45,4.761904762,10.6225,8.0
711,2019-03-19,C,Naypyitaw,Existing,Female,Home and lifestyle,75.53,4,15.106,317.226,Ewallet,Free,728-88-7867,3/19/2019,15:52,302.12,4.761904762,15.106,8.3
381,2019-03-19,C,Naypyitaw,New,Female,Electronic accessories,26.61,2,2.661,55.881,Cash,Customer Paid,462-78-5240,3/19/2019,14:35,53.22,4.761904762,2.661,4.2
194,2019-03-19,A,Yangon,New,Male,Electronic accessories,32.71,5,8.1775,171.7275,Credit card,Free,831-07-6050,3/19/2019,11:30,163.55,4.761904762,8.1775,9.9
521,2019-03-20,C,Naypyitaw,Existing,Female,Home and lifestyle,83.17,6,24.951,523.971,Cash,Customer Paid,451-28-5717,3/20/2019,11:23,499.02,4.761904762,24.951,7.3
495,2019-03-20,B,Mandalay,New,Male,Sports and travel,75.92,8,30.368,637.728,Cash,Customer Paid,632-32-4574,3/20/2019,14:14,607.36,4.761904762,30.368,5.5
564,2019-03-20,B,Mandalay,New,Male,Fashion accessories,99.25,2,9.925,208.425,Cash,Customer Paid,514-37-2845,3/20/2019,13:02,198.5,4.761904762,9.925,9.0
615,2019-03-20,A,Yangon,Existing,Female,Sports and travel,38.72,9,17.424,365.904,Ewallet,Free,509-29-3912,3/20/2019,12:24,348.48,4.761904762,17.424,4.2
778,2019-03-20,C,Naypyitaw,Existing,Male,Sports and travel,25.25,5,6.3125,132.5625,Cash,Customer Paid,102-06-2002,3/20/2019,17:52,126.25,4.761904762,6.3125,6.1
563,2019-03-20,A,Yangon,Existing,Male,Electronic accessories,74.51,6,22.353,469.413,Ewallet,Free,760-90-2357,3/20/2019,15:08,447.06,4.761904762,22.353,5.0
427,2019-03-20,B,Mandalay,Existing,Female,Food and beverages,20.87,3,3.1305,65.7405,Credit card,Free,650-98-6268,3/20/2019,13:53,62.61,4.761904762,3.1305,8.0
621,2019-03-20,A,Yangon,Existing,Female,Food and beverages,91.61,1,4.5805,96.1905,Cash,Customer Paid,436-54-4512,3/20/2019,19:44,91.61,4.761904762,4.5805,9.8
278,2019-03-20,C,Naypyitaw,Existing,Male,Fashion accessories,70.99,10,35.495,745.395,Cash,Customer Paid,537-72-0426,3/20/2019,16:28,709.9,4.761904762,35.495,5.7
212,2019-03-20,B,Mandalay,New,Male,Home and lifestyle,92.36,5,23.09,484.89,Ewallet,Free,142-63-6033,3/20/2019,19:17,461.8,4.761904762,23.09,4.9
634,2019-03-20,B,Mandalay,Existing,Male,Food and beverages,79.91,3,11.9865,251.7165,Credit card,Free,182-88-2763,3/20/2019,19:28,239.73,4.761904762,11.9865,5.0
224,2019-03-20,A,Yangon,New,Male,Food and beverages,43.25,2,4.325,90.825,Cash,Customer Paid,213-72-6612,3/20/2019,15:56,86.5,4.761904762,4.325,6.2
647,2019-03-20,B,Mandalay,Existing,Male,Fashion accessories,33.63,1,1.6815,35.3115,Cash,Customer Paid,574-31-8277,3/20/2019,19:55,33.63,4.761904762,1.6815,5.6
739,2019-03-20,A,Yangon,New,Male,Home and lifestyle,93.96,9,42.282,887.922,Cash,Customer Paid,805-86-0265,3/20/2019,11:32,845.64,4.761904762,42.282,9.8
279,2019-03-20,A,Yangon,Existing,Male,Sports and travel,44.02,10,22.01,462.21,Credit card,Free,828-61-5674,3/20/2019,19:57,440.2,4.761904762,22.01,9.6
175,2019-03-21,A,Yangon,Existing,Male,Home and lifestyle,33.84,9,15.228,319.788,Ewallet,Free,827-26-2100,3/21/2019,16:21,304.56,4.761904762,15.228,8.8
939,2019-03-21,C,Naypyitaw,New,Female,Food and beverages,57.29,6,17.187,360.927,Ewallet,Free,500-02-2261,3/21/2019,17:04,343.74,4.761904762,17.187,5.9
878,2019-03-21,A,Yangon,New,Female,Electronic accessories,90.02,8,36.008,756.168,Credit card,Free,448-61-3783,3/21/2019,16:08,720.16,4.761904762,36.008,4.5
308,2019-03-21,A,Yangon,Existing,Female,Electronic accessories,26.48,3,3.972,83.412,Ewallet,Free,512-98-1403,3/21/2019,10:40,79.44,4.761904762,3.972,4.7
335,2019-03-21,A,Yangon,Existing,Female,Electronic accessories,28.45,5,7.1125,149.3625,Credit card,Free,527-09-6272,3/21/2019,10:17,142.25,4.761904762,7.1125,9.1
485,2019-03-21,B,Mandalay,Existing,Female,Sports and travel,49.49,4,9.898,207.858,Ewallet,Free,438-01-4015,3/21/2019,15:25,197.96,4.761904762,9.898,6.6
52,2019-03-22,B,Mandalay,Existing,Female,Fashion accessories,17.87,4,3.574,75.054,Ewallet,Free,616-24-2851,3/22/2019,14:42,71.48,4.761904762,3.574,6.5
107,2019-03-22,A,Yangon,New,Male,Sports and travel,62.13,6,18.639,391.419,Cash,Customer Paid,630-74-5166,3/22/2019,20:19,372.78,4.761904762,18.639,7.4
441,2019-03-22,B,Mandalay,Existing,Female,Sports and travel,88.43,8,35.372,742.812,Credit card,Free,394-30-3170,3/22/2019,19:35,707.44,4.761904762,35.372,4.3
990,2019-03-22,A,Yangon,New,Female,Food and beverages,56.56,5,14.14,296.94,Credit card,Free,886-18-2897,3/22/2019,19:06,282.8,4.761904762,14.14,4.5
25,2019-03-22,A,Yangon,Existing,Female,Home and lifestyle,52.59,8,21.036,441.756,Credit card,Free,227-03-5010,3/22/2019,19:20,420.72,4.761904762,21.036,8.5
215,2019-03-22,A,Yangon,New,Male,Home and lifestyle,18.28,1,0.914,19.194,Credit card,Free,802-43-8934,3/22/2019,15:05,18.28,4.761904762,0.914,8.3
